Loop1.thisRepN,Loop1.thisTrialN,Loop1.thisN,Loop1.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Key_welcome_response.keys,Key_welcome_response.rt,Key_welcome_response.started,Key_welcome_response.stopped,Welcome_text.started,Welcome_text.stopped,polygon.started,polygon.stopped,No_background_image.started,No_background_image.stopped,Trial_response.x,Trial_response.y,Trial_response.leftButton,Trial_response.midButton,Trial_response.rightButton,Trial_response.started,Trial_response.stopped,goodbye.started,goodbye.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,space,1.1945128999650478,8.010329600074328,None,,,,,,,,,,,,,,,,,,,,g,001,2021_Nov_05_1352,trial,2021.2.3,60.498044115737876,
,,,,,,,,,,,,8.010329600074328,None,9.22450440004468,None,80.05803900002502,None,-0.023148148148148147,-0.019444444444444445,1,0,0,0.007932879962027073,None,82.8440936000552,None,space,2.757959600072354,82.8440936000552,None,g,001,2021_Nov_05_1352,trial,2021.2.3,60.498044115737876,
